"ligand","receptor"
"Clec2g","Klrb1f"
"Clec2h","Klrb1"
"Clec2h","Klrb1a"
"Clec2h","Klrb1c"
"Clec2h","Klrb1b"
"Clec2h","Klrb1f"
"Clec2i","Klrb1"
"Clec2i","Klrb1a"
"Clec2i","Klrb1c"
"Clec2i","Klrb1b"
"Clec2i","Klrb1f"
"Clec2l","Igsf11"
"Clec2l","Klrb1"
"Clec2l","Klrb1a"
"Clec2l","Klrb1c"
"Clec2l","Klrb1b"
"Clec2l","Klrb1f"
"Clec2l","Ncam1"
"Clec3a","Clec10a"
"Clec3a","Mgl2"
"Clec4g","Lag3"
"Clmp","Jaml"
"Clu","Lrp2"
"Clu","Trem2"
"Cmtm8","Egfr"
"Cnmd","Ptprd"
"Cntf","Cntfr"
"Cntf","Crlf1"
"Cntf","Il6ra"
"Cntf","Il6st"
"Cntf","Lifr"
"Cntn1","Chl1"
"Cntn1","Fcgrt"
"Cntn1","Il23r"
"Cntn1","Mcam"
"Cntn1","Nfasc"
"Cntn1","Notch1"
"Cntn1","Notch2"
"Cntn1","Nrcam"
"Cntn1","Pcdhb15"
"Cntn1","Ptprz1"
"Cntn1","Sgcg"
"Cntn2","Cntn1"
"Cntn2","Cntn2"
"Cntn2","Cntnap2"
"Cntn2","Kremen1"
"Cntn2","L1cam"
"Cntn2","Nrcam"
"Cntn2","Nrp1"
"Cntn3","Aplp1"
"Cntn3","App"
"Cntn3","Ptprg"
"Cntn4","Aplp1"
"Cntn4","App"
"Cntn4","Lvrn"
"Cntn4","Ptprg"
"Cntn5","Chl1"
"Cntn5","Fam187a"
"Cntn5","Il1rapl1"
"Cntn5","Il1rapl2"
"Cntn5","Ptprg"
"Cntn5","Slamf1"
"Cntn5","Spaca6"
"Cntn5","Tmem81"
"Cntn6","Notch1"
"Cntn6","Ptprg"
"Col10a1","Itga1"
"Col10a1","Itga10"
"Col10a1","Itga11"
"Col10a1","Itga2"
"Col10a1","Itgb1"
"Col10a1","Lair1"
"Col11a1","Ddr1"
"Col11a1","Itga1"
"Col11a1","Itga10"
"Col11a1","Itga11"
"Col11a1","Itga2"
"Col11a1","Itgb1"
"Col11a2","Itga1"
"Col11a2","Itga10"
"Col11a2","Itga11"
"Col11a2","Itga2"
"Col11a2","Itgb1"
"Col12a1","Itga1"
"Col12a1","Itga10"
"Col12a1","Itga11"
"Col12a1","Itga2"
"Col12a1","Itgb1"
"Col13a1","Itga1"
"Col13a1","Itga10"
"Col13a1","Itga11"
"Col13a1","Itga2"
"Col13a1","Itgb1"
"Col14a1","Cd44"
"Col14a1","Itga1"
"Col14a1","Itga10"
"Col14a1","Itga11"
"Col14a1","Itga2"
"Col14a1","Itgb1"
"Col15a1","Itga1"
"Col15a1","Itga10"
"Col15a1","Itga11"
"Col15a1","Itga2"
"Col15a1","Itgb1"
"Col16a1","Itga1"
"Col16a1","Itga10"
"Col16a1","Itga11"
"Col16a1","Itga2"
"Col16a1","Itgb1"
"Col17a1","Itga1"
"Col17a1","Itga10"
"Col17a1","Itga11"
"Col17a1","Itga2"
"Col17a1","Itgb1"
"Col18a1","Gpc1"
"Col18a1","Gpc4"
"Col18a1","Itga1"
"Col18a1","Itga10"
"Col18a1","Itga11"
"Col18a1","Itga2"
"Col18a1","Itga5"
"Col18a1","Itgb1"
"Col18a1","Kdr"
"Col18a1","Ptprs"
"Col19a1","Itga1"
"Col19a1","Itga10"
"Col19a1","Itga11"
"Col19a1","Itga2"
"Col19a1","Itgb1"
"Col1a1","Cd36"
"Col1a1","Cd44"
"Col1a1","Cd93"
"Col1a1","Ddr1"
"Col1a1","Ddr2"
"Col1a1","Gp6"
"Col1a1","Itga1"
"Col1a1","Itga10"
"Col1a1","Itga11"
"Col1a1","Itga2"
"Col1a1","Itga3"
"Col1a1","Itga5"
"Col1a1","Itga9"
"Col1a1","Itgav"
"Col1a1","Itgb1"
"Col1a1","Itgb8"
"Col1a1","Sdc1"
"Col1a1","Tmprss6"
"Col1a2","Cd36"
"Col1a2","Cd44"
"Col1a2","Cd93"
"Col1a2","Ddr1"
"Col1a2","Itga1"
"Col1a2","Itga10"
"Col1a2","Itga11"
"Col1a2","Itga2"
"Col1a2","Itga2b"
"Col1a2","Itgb1"
"Col1a2","Itgb3"
"Col20a1","Itga1"
"Col20a1","Itga10"
"Col20a1","Itga11"
"Col20a1","Itga2"
"Col20a1","Itgb1"
"Col22a1","Itga1"
"Col22a1","Itga10"
"Col22a1","Itga11"
"Col22a1","Itga2"
"Col22a1","Itgb1"
"Col24a1","Itga1"
"Col24a1","Itga10"
"Col24a1","Itga11"
"Col24a1","Itga2"
"Col24a1","Itgb1"
"Col26a1","Itga1"
"Col26a1","Itga10"
"Col26a1","Itga11"
"Col26a1","Itga2"
"Col26a1","Itgb1"
"Col27a1","Itga1"
"Col27a1","Itga10"
"Col27a1","Itga11"
"Col27a1","Itga2"
"Col27a1","Itgb1"
"Col28a1","Itga1"
"Col28a1","Itga10"
"Col28a1","Itga11"
"Col28a1","Itga2"
"Col28a1","Itgb1"
"Col2a1","Cd44"
"Col2a1","Ddr1"
"Col2a1","Gp6"
"Col2a1","Itga1"
"Col2a1","Itga10"
"Col2a1","Itga11"
"Col2a1","Itga2"
"Col2a1","Itga2b"
"Col2a1","Itga3"
"Col2a1","Itga9"
"Col2a1","Itgav"
"Col2a1","Itgb1"
"Col2a1","Itgb8"
"Col2a1","Mag"
"Col2a1","Sdc1"
"Col2a1","Tnfrsf10b"
"Col3a1","Ddr1"
"Col3a1","Ddr2"
"Col3a1","Itga1"
"Col3a1","Itga10"
"Col3a1","Itga11"
"Col3a1","Itga2"
"Col3a1","Itgb1"
"Col3a1","Mag"
"Col4a1","Cd93"
"Col4a1","Itga1"
"Col4a1","Itga10"
"Col4a1","Itga11"
"Col4a1","Itga2"
"Col4a1","Itgav"
"Col4a1","Itgb1"
"Col4a1","Itgb8"
"Col4a2","Cd93"
"Col4a2","Ddr1"
"Col4a2","Ddr2"
"Col4a2","Itga1"
"Col4a2","Itga10"
"Col4a2","Itga11"
"Col4a2","Itga2"
"Col4a2","Itgb1"
"Col4a2","Itgb3"
"Col4a2","Itgb5"
"Col4a3","Cd47"
"Col4a3","Cd93"
"Col4a3","Itga1"
"Col4a3","Itga10"
"Col4a3","Itga11"
"Col4a3","Itga2"
"Col4a3","Itgav"
"Col4a3","Itgb1"
"Col4a3","Itgb3"
"Col4a3","Itgb8"
"Col4a4","Cd47"
"Col4a4","Cd93"
"Col4a4","Ddr1"
"Col4a4","Ddr2"
"Col4a4","Itga1"
"Col4a4","Itga10"
"Col4a4","Itga11"
"Col4a4","Itga2"
"Col4a4","Itgav"
"Col4a4","Itgb1"
"Col4a4","Itgb3"
"Col4a5","Cd47"
"Col4a5","Cd93"
"Col4a5","Ddr1"
"Col4a5","Ddr2"
"Col4a5","Itga1"
"Col4a5","Itga10"
"Col4a5","Itga11"
"Col4a5","Itga2"
"Col4a5","Itgav"
"Col4a5","Itgb1"
"Col4a6","Cd47"
"Col4a6","Cd93"
"Col4a6","Ddr1"
"Col4a6","Ddr2"
"Col4a6","Itga1"
"Col4a6","Itga10"
"Col4a6","Itga11"
"Col4a6","Itga2"
"Col4a6","Itgav"
"Col4a6","Itgb1"
"Col5a1","Cd93"
"Col5a1","Ddr1"
"Col5a1","Ddr2"
"Col5a1","Itga1"
"Col5a1","Itga10"
"Col5a1","Itga11"
"Col5a1","Itga2"
"Col5a1","Itgb1"
"Col5a1","Lair1"
"Col5a1","Sdc1"
"Col5a1","Sdc3"
"Col5a2","Cd93"
"Col5a2","Ddr1"
"Col5a2","Ddr2"
"Col5a2","Itga1"
"Col5a2","Itga10"
"Col5a2","Itga11"
"Col5a2","Itga2"
"Col5a2","Itgb1"
"Col5a2","Lair1"
"Col5a2","Sdc1"
"Col5a3","Cd93"
"Col5a3","Ddr1"
"Col5a3","Ddr2"
"Col5a3","Itga1"
"Col5a3","Itga10"
"Col5a3","Itga11"
"Col5a3","Itga2"
"Col5a3","Itgb1"
"Col5a3","Sdc1"
"Col5a3","Sdc3"
"Col6a1","Itga1"
"Col6a1","Itga10"
"Col6a1","Itga11"
"Col6a1","Itga2"
"Col6a1","Itga6"
"Col6a1","Itgb1"
"Col6a2","Itga1"
"Col6a2","Itga10"
"Col6a2","Itga11"
"Col6a2","Itga2"
"Col6a2","Itgb1"
"Col6a3","Itga1"
"Col6a3","Itga10"
"Col6a3","Itga11"
"Col6a3","Itga2"
"Col6a3","Itgb1"
"Col6a5","Itga1"
"Col6a5","Itga10"
"Col6a5","Itga11"
"Col6a5","Itga2"
"Col6a5","Itgb1"
"Col6a6","Itga1"
"Col6a6","Itga10"
"Col6a6","Itga11"
"Col6a6","Itga2"
"Col6a6","Itgb1"
"Col7a1","Itga1"
"Col7a1","Itga10"
"Col7a1","Itga11"
"Col7a1","Itga2"
"Col7a1","Itgb1"
"Col8a1","Ddr1"
"Col8a1","Itga1"
"Col8a1","Itga10"
"Col8a1","Itga11"
"Col8a1","Itga2"
"Col8a1","Itgb1"
"Col8a2","Ddr1"
"Col8a2","Itga1"
"Col8a2","Itga10"
"Col8a2","Itga11"
"Col8a2","Itga2"
"Col8a2","Itgb1"
"Col8a2","Slc4a11"
"Col9a1","Itga1"
"Col9a1","Itga10"
"Col9a1","Itga11"
"Col9a1","Itga2"
"Col9a1","Itgb1"
"Col9a1","Mag"
"Col9a2","Itga1"
"Col9a2","Itga10"
"Col9a2","Itga11"
"Col9a2","Itga2"
"Col9a2","Itgb1"
"Col9a2","Mag"
"Col9a3","Itga1"
"Col9a3","Itga10"
"Col9a3","Itga11"
"Col9a3","Itga2"
"Col9a3","Itgb1"
"Col9a3","Mag"
"Colq","Musk"
"Comp","Cd36"
"Comp","Cd47"
"Comp","Itga2b"
"Comp","Itga3"
"Comp","Itga5"
"Comp","Itga7"
"Comp","Itgav"
"Comp","Itgb1"
"Comp","Itgb3"
"Comp","Sdc1"
"Copa","Cd74"
"Copa","Mtnr1b"
"Copa","Ntrk1"
"Copa","Ntsr2"
"Copa","P2ry6"
"Copa","Sort1"
"Corin","Kirrel"
"Corin","Lrrc4c"
"Cort","Ghsr"
"Cort","Mrgprx2"
"Cort","Mrgpra1"
"Cort","Mrgpra2b"
"Cort","Mrgpra9"
"Cort","Mrgpra2a"
"Cort","Mrgprx1"
"Cort","Mrgprb4"
"Cort","Mrgprb5"
"Cort","Mrgprb2"
"Cort","Mrgpra4"
"Cort","Mrgpra6"
"Cort","Mrgprx2"
"Cort","Mrgprb8"
"Cort","Mrgpra3"
"Cort","Mrgprb3"
"Cort","Mrgprb1"
"Cort","Sstr1"
"Cort","Sstr2"
"Cort","Sstr3"
"Cort","Sstr4"
"Cort","Sstr5"
"Cp","Slc40a1"
"Cp","Smo"
"Crb3","Lin7c"
"Crb3","Patj"
"Crh","Crhr1"
"Crh","Crhr2"
"Crh","Crhr1"
"Crh","Mc2r"
"Crhr2","Gnas"
"Crisp1","A1bg"
"Crisp2","Catsper1"
"Crisp3","A1bg"
"Crlf1","Cntfr"
"Crlf1","Il6st"
"Crlf1","Lifr"
"Crlf1","Sorl1"
"Crp","Cr1l"
"Crp","Olr1"
"Crtam","Cadm1"
"Crtam","Dsc3"
"Crtam","Ildr2"
"Crtam","Muc15"
"Crtam","Ntrk3"
"Csf1","Csf1r"
"Csf1","Csf2ra"
"Csf1","Csf3r"
"Csf1","Sirpa"
"Csf2","Csf1r"
"Csf2","Csf2ra"
"Csf2","Csf2rb"
"Csf2","Csf2rb2"
"Csf2","Csf3r"
"Csf2","Il3ra"
"Csf2","Sdc2"
"Csf3","Csf1r"
"Csf3","Csf2ra"
"Csf3","Csf3r"
"Ctf1","Il6st"
"Ctf1","Lifr"
"Cthrc1","Fzd3"
"Cthrc1","Fzd5"
"Cthrc1","Fzd6"
"Cthrc1","Ror2"
"Ctsd","App"
"Ctsg","F2r"
"Ctsg","F2rl1"
"Ctsg","F2rl2"
"Cx3cl1","Cx3cr1"
"Cx3cl1","Itga4"
"Cx3cl1","Itgav"
"Cx3cl1","Itgb1"
"Cx3cl1","Itgb3"
"Cxadr","Jaml"
"Cxcl1","Ackr1"
"Cxcl1","Cxcr1"
"Cxcl1","Cxcr2"
"Cxcl1","Dpp4"
"Cxcl1","Xcr1"
"Cxcl10","Ackr1"
"Cxcl10","Ccr3"
"Cxcl10","Cxcr3"
"Cxcl10","Dpp4"
"Cxcl10","Sdc4"
"Cxcl11","Ackr1"
"Cxcl11","Ackr3"
"Cxcl11","Ccr3"
"Cxcl11","Ccr5"
"Cxcl11","Cxcr3"
"Cxcl11","Dpp4"
"Cxcl12","Ackr3"
"Cxcl12","Cd4"
"Cxcl12","Cxcr3"
"Cxcl12","Cxcr4"
"Cxcl12","Dpp4"
"Cxcl12","Itgb1"
"Cxcl13","Ackr1"
"Cxcl13","Ackr4"
"Cxcl13","Ccr10"
"Cxcl13","Cxcr3"
"Cxcl13","Cxcr5"
"Cxcl14","Cxcr4"
"Cxcl16","Adra2a"
"Cxcl16","Cxcr6"
"Cxcl16","Grm7"
"Cxcl16","Mtnr1a"
"Cxcl17","Gpr35"
"Cxcl2","Ackr1"
"Cxcl2","Adra2a"
"Cxcl2","Cxcr1"
"Cxcl2","Cxcr2"
"Cxcl2","Grm7"
"Cxcl2","Mtnr1a"
"Cxcl5","Ackr1"
"Cxcl5","Cxcr1"
"Cxcl5","Cxcr2"
"Cxcl9","Ackr1"
"Cxcl9","Ccr3"
"Cxcl9","Cxcr3"
"Cxcl9","Dpp4"
"Cytl1","Ccr2"
"Dbh","Adra1a"
"Dbh","Adra1b"
"Dbh","Adra1d"
"Dbh","Adra2a"
"Dbh","Adra2b"
"Dbh","Adra2c"
"Dbh","Adrb1"
"Dbh","Adrb2"
"Dbh","Adrb3"
"Dbh","Gpr161"
"Dchs1","Fat4"
"Dcn","Egfr"
"Dcn","Erbb4"
"Dcn","Igf1r"
"Dcn","Kdr"
"Dcn","Lrp1"
"Dcn","Met"
"Dcn","Tlr2"
"Dcn","Tlr4"
"Defb14","Ccr2"
"Defb14","Ccr6"
"Dhh","Boc"
"Dhh","Cdon"
"Dhh","Hhip"
"Dhh","Ptch1"
"Dhh","Ptch2"
"Dkk1","Kremen1"
"Dkk1","Kremen2"
"Dkk1","Lrp5"
"Dkk1","Lrp6"
"Dkk2","Kremen1"
"Dkk2","Kremen2"
"Dkk2","Lrp5"
"Dkk2","Lrp6"
"Dkk3","Kremen1"
"Dkk4","Kremen1"
"Dkk4","Kremen2"
"Dkk4","Lrp5"
"Dkk4","Lrp6"
"Dlk1","Acvr2b"
"Dlk1","Erbb4"
"Dlk1","Notch1"
"Dlk1","Notch2"
"Dlk1","Notch3"
"Dlk1","Notch4"
"Dlk2","Notch1"
"Dll1","Musk"
"Dll1","Notch1"
"Dll1","Notch2"
"Dll1","Notch3"
"Dll1","Notch4"
"Dll3","Notch1"
"Dll3","Notch2"
"Dll3","Notch3"
"Dll3","Notch4"
"Dll4","Notch1"
"Dll4","Notch2"
"Dll4","Notch3"
"Dll4","Notch4"
"Dmp1","Itgav"
"Dmp1","Itgb3"
"Draxin","Dcc"
"Dsc1","Dsg1a"
"Dsc1","Dsg1b"
"Dsc1","Dsg1c"
"Dsc1","Dsg2"
"Dsc1","Dsg3"
"Dsc1","Dsg4"
"Dsc2","Dsg1a"
"Dsc2","Dsg1b"
"Dsc2","Dsg1c"
"Dsc2","Dsg2"
"Dsc2","Dsg3"
"Dsc2","Dsg4"
"Dsc3","Dsg1a"
"Dsc3","Dsg1b"
"Dsc3","Dsg1c"
"Dsc3","Dsg2"
"Dsc3","Dsg3"
"Dsc3","Dsg4"
"Dscam","Dcc"
"Dscam","Dscam"
"Dscam","Notch3"
"Dscam","Ptprk"
"Dscam","Ptprm"
"Dscam","Ptprt"
"Dscaml1","Aqp9"
"Dscaml1","Ptprk"
"Dscaml1","Ptprm"
"Dscaml1","Ptprt"
"Dsg1a","Dsc3"
"Dsg1a","Flt4"
"Dsg1b","Dsc3"
"Dsg1b","Flt4"
"Dsg1c","Dsc3"
"Dsg1c","Flt4"
"Dsg2","Dsc1"
"Dsg2","Dsc3"
"Dspp","Itgav"
"Dspp","Itgb1"
"Dspp","Itgb6"
"Dusp18","Cd151"
"Dusp18","Itga1"
"Dusp18","Itga2"
"Dusp18","Itga3"
"Dusp18","Itga6"
"Dusp18","Itga7"
"Dusp18","Itgb1"
"Dusp18","Itgb4"
"Dusp18","Rpsa"
"Ebi3","Il27ra"
"Ebi3","Il6st"
"Ecm1","Cachd1"
"Ecm1","Itgb4"
"Eda","Eda2r"
"Eda","Edar"
"Eda","Il1rl1"
"Edil3","Itga5"
"Edil3","Itgav"
"Edil3","Itgb1"
"Edil3","Itgb3"
"Edil3","Itgb5"
"Edn1","Adgrl4"
"Edn1","Ece1"
"Edn1","Ednra"
"Edn1","Ednrb"
"Edn1","Egfr"
"Edn2","Ednra"
"Edn2","Ednrb"
"Edn3","Ednra"
"Edn3","Ednrb"
"Efemp1","Egfr"
"Efemp2","Aqp1"
"Efemp2","Catsper1"
"Efemp2","Lingo1"
"Efemp2","Plscr4"
"Efna1","Epha1"
"Efna1","Epha2"
"Efna1","Epha3"
"Efna1","Epha4"
"Efna1","Epha5"
"Efna1","Epha6"
"Efna1","Epha7"
"Efna1","Epha8"
"Efna1","Ephb1"
"Efna2","Epha1"
"Efna2","Epha10"
"Efna2","Epha2"
"Efna2","Epha3"
"Efna2","Epha4"
"Efna2","Epha5"
"Efna2","Epha6"
"Efna2","Epha7"
"Efna2","Epha8"
"Efna3","Epha1"
"Efna3","Epha10"
"Efna3","Epha2"
"Efna3","Epha3"
"Efna3","Epha4"
"Efna3","Epha5"
"Efna3","Epha6"
"Efna3","Epha7"
"Efna3","Epha8"
"Efna3","Ephb1"
"Efna4","Epha1"
"Efna4","Epha10"
"Efna4","Epha2"
"Efna4","Epha3"
"Efna4","Epha4"
"Efna4","Epha5"
"Efna4","Epha6"
"Efna4","Epha7"
"Efna4","Epha8"
"Efna5","Epha1"
"Efna5","Epha2"
"Efna5","Epha3"
"Efna5","Epha4"
"Efna5","Epha5"
"Efna5","Epha6"
"Efna5","Epha7"
"Efna5","Epha8"
"Efna5","Ephb1"
"Efna5","Ephb2"
"Efna5","Ephb6"
"Efnb1","Dag1"
"Efnb1","Dsg4"
"Efnb1","Epha3"
"Efnb1","Epha4"
"Efnb1","Ephb1"
"Efnb1","Ephb2"
"Efnb1","Ephb3"
"Efnb1","Ephb4"
"Efnb1","Ephb6"
"Efnb1","Erbb2"
"Efnb1","Evc2"
"Efnb1","Fam187b"
"Efnb1","Itln1"
"Efnb1","Lvrn"
"Efnb1","Naalad2"
"Efnb1","Slamf9"
"Efnb1","Trhde"
"Efnb2","AB124611"
"Efnb2","Epha10"
"Efnb2","Epha3"
"Efnb2","Epha4"
"Efnb2","Epha6"
"Efnb2","Epha8"
"Efnb2","Ephb1"
"Efnb2","Ephb2"
"Efnb2","Ephb3"
"Efnb2","Ephb4"
"Efnb2","Ephb6"
"Efnb2","Fcrl1"
"Efnb2","Grm1"
"Efnb2","Grm5"
"Efnb2","Pecam1"
"Efnb2","Rhbdl2"
"Efnb2","Tctn2"
"Efnb3","AB124611"
"Efnb3","Epha10"
"Efnb3","Epha3"
"Efnb3","Epha4"
"Efnb3","Ephb1"
"Efnb3","Ephb2"
"Efnb3","Ephb3"
"Efnb3","Ephb4"
"Efnb3","Ephb6"
"Efnb3","Rhbdl2"
"Egf","Egfr"
"Egf","Erbb2"
"Egf","Erbb3"
"Egf","Erbb4"
"Egf","Tnfrsf11b"
"Elfn1","Flt1"
"Emc1","Prlr"
"Enam","Cd63"
"Eng","Acvr2a"
"Eng","Acvrl1"
"Eng","Bmpr2"
"Eng","Cdh5"
"Eng","Itgav"
"Enho","Gpr19"
"Enpp1","Insr"
"Entpd1","Adora1"
"Entpd1","Adora2a"
"Entpd1","Adora2b"
"Entpd1","Tmigd3"
"Epcam","Cldn1"
"Epcam","Cldn7"
"Epgn","Egfr"
"Epgn","Erbb4"
"Epgn","Igsf11"
"Epha4","Fgfr1"
"Epha4","Fgfr2"
"Epha4","Fgfr3"
"Epha4","Fgfr4"
"Epo","Ephb4"
"Epo","Epor"
"Ereg","Egfr"
"Ereg","Erbb2"
"Ereg","Erbb3"
"Ereg","Erbb4"
"Erfe","Lrp1"
"Esam","Esam"
"Esam","Robo3"
"Esm1","Itgal"
"Esm1","Itgb2"
"Esm1","Itgb2l"
"Ezr","Slc9a1"
"F10","F3"
"F10","F7"
"F10","Itgam"
"F10","Gm49368"
"F10","Itgb2"
"F10","Itgb2l"
"F11","F9"
"F11","Gp1ba"
"F11","Gp1bb"
"F11","Gp5"
"F11","Gp9"
"F11r","F11r"
"F11r","Itgal"
"F11r","Itgb2"
"F11r","Itgb2l"
"F11r","Jam2"
"F11r","Jam3"
"F11r","Robo3"
"F12","Cd93"
"F12","F11"
"F12","Gp1ba"
"F12","Gp1bb"
"F12","Gp5"
"F12","Gp9"
"F12","Klkb1"
"F13a1","Itga4"
"F13a1","Itga9"
"F13a1","Itgb1"
"F2","F2r"
"F2","F2rl1"
"F2","F2rl2"
"F2","F2rl3"
"F2","F5"
"F2","F8"
"F2","Gp1ba"
"F2","Gp9"
"F2","Itga2b"
"F2","Thbd"
"F5","Proc"
"F7","F10"
"F7","F3"
"F7","F9"
"F8","Asgr2"
"F8","F10"
"F8","Ldlr"
"F8","Lrp1"
"F8","Lrp2"
"F8","Lrp4"
"F9","F7"
"F9","Lrp1"
"Fam3b","Lrp5"
"Fam3c","Adgrg5"
"Fam3c","Clec2d"
"Fam3c","Clec2i"
"Fam3c","Clec2h"
"Fam3c","Clec2e"
"Fam3c","Clec2g"
"Fam3c","Ffar2"
"Fam3c","Glra2"
"Fam3c","Ffar3"
"Fam3c","Kir3dl2"
"Fam3c","Kir3dl1"
"Fam3c","Lamp1"
"Fam3c","Lifr"
"Fam3c","Pdcd1"
"Fam3d","Fpr1"
"Fam3d","Fpr2"
"Fam3d","Fpr3"
"Fap","Dpp4"
"Fap","Npr2"
"Fasl","Fas"
"Fat4","Dchs1"
"Fbln1","Itgb1"
"Fbln2","Itgb3"
"Fbn1","Itga5"
"Fbn1","Itgav"
"Fbn1","Itgb1"
"Fbn1","Itgb3"
"Fbn1","Itgb6"
"Fcer2a","Cr2"
"Fcer2a","Itgam"
"Fcer2a","Gm49368"
"Fcer2a","Itgav"
"Fcer2a","Itgax"
"Fcer2a","Itgb2"
"Fcer2a","Itgb2l"
"Fcer2a","Itgb3"
"Fcgr4","Eda2r"
"Fcnb","Lrp1"
"Fcrl6","Nrp2"
"Fga","Cdh5"
"Fga","Itga2b"
"Fga","Itga5"
"Fga","Itgam"
"Fga","Gm49368"
"Fga","Itgav"
"Fga","Itgax"
"Fga","Itgb1"
"Fga","Itgb2"
"Fga","Itgb2l"
"Fga","Itgb3"
"Fga","Plat"
"Fga","Tlr4"
"Fgb","Cdh5"
"Fgb","Itga2b"
"Fgb","Itga5"
"Fgb","Itgam"
"Fgb","Gm49368"
"Fgb","Itgav"
"Fgb","Itgb1"
"Fgb","Itgb2"
"Fgb","Itgb2l"
"Fgb","Itgb3"
"Fgb","Tlr4"
"Fgf1","Fgfr1"
"Fgf1","Fgfr2"
"Fgf1","Fgfr3"
"Fgf1","Fgfr4"
"Fgf1","Nrp1"
"Fgf10","Fgfr1"
"Fgf10","Fgfr2"
"Fgf10","Fgfr3"
"Fgf10","Fgfr4"
"Fgf10","Fgfrl1"
"Fgf11","Fgfr1"
"Fgf11","Fgfr2"
"Fgf11","Fgfr3"
"Fgf11","Fgfr4"
"Fgf11","Scn10a"
"Fgf11","Scn11a"
"Fgf11","Scn1a"
"Fgf11","Scn2a"
"Fgf11","Scn3a"
"Fgf11","Scn4a"
"Fgf11","Scn5a"
"Fgf11","Scn8a"
"Fgf11","Scn9a"
"Fgf12","Fgfr1"
"Fgf12","Fgfr2"
"Fgf12","Fgfr3"
"Fgf12","Fgfr4"
"Fgf12","Scn10a"
"Fgf12","Scn11a"
"Fgf12","Scn1a"
"Fgf12","Scn2a"
"Fgf12","Scn3a"
"Fgf12","Scn4a"
"Fgf12","Scn5a"
"Fgf12","Scn8a"
"Fgf12","Scn9a"
"Fgf13","Egfr"
"Fgf13","Fgfr1"
"Fgf13","Fgfr2"
"Fgf13","Fgfr3"
"Fgf13","Fgfr4"
"Fgf13","Scn10a"
"Fgf13","Scn11a"
"Fgf13","Scn1a"
"Fgf13","Scn2a"
"Fgf13","Scn3a"
"Fgf13","Scn4a"
"Fgf13","Scn5a"
"Fgf13","Scn8a"
"Fgf13","Scn9a"
"Fgf14","Fgfr1"
"Fgf14","Fgfr2"
"Fgf14","Fgfr3"
"Fgf14","Fgfr4"
"Fgf14","Scn10a"
"Fgf14","Scn11a"
"Fgf14","Scn1a"
"Fgf14","Scn2a"
"Fgf14","Scn3a"
"Fgf14","Scn4a"
"Fgf14","Scn5a"
"Fgf14","Scn8a"
"Fgf14","Scn9a"
"Fgf15","Fgfr1"
"Fgf15","Fgfr2"
"Fgf15","Fgfr3"
"Fgf15","Fgfr4"
"Fgf15","Klb"
"Fgf16","Fgfr1"
"Fgf16","Fgfr2"
"Fgf16","Fgfr3"
"Fgf16","Fgfr4"
"Fgf17","Fgfr1"
"Fgf17","Fgfr2"
"Fgf17","Fgfr3"
"Fgf17","Fgfr4"
"Fgf18","Fgfr1"
"Fgf18","Fgfr2"
"Fgf18","Fgfr3"
"Fgf18","Fgfr4"
"Fgf2","Cd44"
"Fgf2","Fgfr1"
"Fgf2","Fgfr2"
"Fgf2","Fgfr3"
"Fgf2","Fgfr4"
"Fgf2","Fgfrl1"
"Fgf2","Gpc4"
"Fgf2","Nrp1"
"Fgf2","Sdc1"
"Fgf2","Sdc2"
"Fgf2","Sdc3"
"Fgf2","Sdc4"
"Fgf20","Fgfr1"
"Fgf20","Fgfr2"
"Fgf20","Fgfr3"
"Fgf20","Fgfr4"
"Fgf21","Fgfr1"
"Fgf21","Fgfr2"
"Fgf21","Fgfr3"
"Fgf21","Fgfr4"
"Fgf21","Klb"
"Fgf22","Fgfr1"
"Fgf22","Fgfr2"
"Fgf22","Fgfrl1"
"Fgf23","Fgfr1"
"Fgf23","Fgfr2"
"Fgf23","Fgfr3"
"Fgf23","Fgfr4"
"Fgf3","Fgfr1"
"Fgf3","Fgfr2"
"Fgf3","Fgfr3"
"Fgf3","Fgfr4"
"Fgf3","Fgfrl1"
"Fgf4","Fgfr1"
"Fgf4","Fgfr2"
"Fgf4","Fgfr3"
"Fgf4","Fgfr4"
"Fgf4","Nrp1"
"Fgf5","Fgfr1"
"Fgf5","Fgfr2"
"Fgf5","Fgfr3"
"Fgf5","Fgfr4"
"Fgf6","Fgfr1"
"Fgf6","Fgfr2"
"Fgf6","Fgfr3"
"Fgf6","Fgfr4"
"Fgf6","Sdc4"
"Fgf7","Fgfr1"
"Fgf7","Fgfr2"
"Fgf7","Fgfr3"
"Fgf7","Fgfr4"
"Fgf7","Nrp1"
"Fgf8","Fgfr1"
"Fgf8","Fgfr2"
"Fgf8","Fgfr3"
"Fgf8","Fgfr4"
"Fgf8","Fgfrl1"
"Fgf9","Fgfr1"
"Fgf9","Fgfr2"
"Fgf9","Fgfr3"
"Fgf9","Fgfr4"
"Fgfrl1","Fgfr1"
"Fgfrl1","Gp6"
"Fgfrl1","Gpc4"
"Fgfrl1","Nrxn2"
"Fgfrl1","Nrxn3"
"Fgfrl1","Plvap"
"Fgg","Itga2b"
"Fgg","Itga5"
"Fgg","Itgav"
"Fgg","Itgb1"
"Fgg","Itgb2"
"Fgg","Itgb2l"
"Fgg","Itgb3"
"Fgg","Tlr4"
"Fgl1","Egfr"
