"pathway_name","ligand","receptor"
"CCL","CCL28","CCR10"
"CCL","CCL27","CCR10"
"CCL","CCL1","ACKR4"
"CCL","CCL13","ACKR4"
"CCL","CCL8","ACKR4"
"CCL","CCL1","ACKR1"
"CCL","CCL2","ACKR1"
"CCL","CCL5","ACKR1"
"CCL","CCL8","ACKR1"
"CCL","CCL13","ACKR1"
"CCL","CCL14","ACKR1"
"CCL","CCL16","ACKR1"
"CCL","CCL18","ACKR1"
"CXCL","CXCL1","ACKR1"
"CXCL","CXCL2","ACKR1"
"CXCL","CXCL3","ACKR1"
"CXCL","CXCL5","ACKR1"
"CXCL","CXCL6","ACKR1"
"CXCL","CXCL8","ACKR1"
"CXCL","CXCL9","ACKR1"
"CXCL","CXCL10","ACKR1"
"CXCL","CXCL11","ACKR1"
"CXCL","CXCL13","ACKR1"
"CCL","CCL2","ACKR2"
"CCL","CCL3","ACKR2"
"CCL","CCL3L1","ACKR2"
"CCL","CCL4","ACKR2"
"CCL","CCL5","ACKR2"
"CCL","CCL7","ACKR2"
"CCL","CCL8","ACKR2"
"CCL","CCL7","ACKR1"
"CCL","CCL11","ACKR1"
"CCL","CCL11","ACKR2"
"CCL","CCL13","ACKR2"
"CCL","CCL22","ACKR2"
"CCL","CCL24","ACKR2"
"CCL","CCL26","ACKR2"
"CCL","CCL17","ACKR1"
"CCL","CCL14","ACKR2"
"CCL","CCL17","ACKR2"
"CXCL","CXCL1","CXCR1"
"CXCL","CXCL2","CXCR1"
"CXCL","CXCL3","CXCR1"
"CXCL","CXCL5","CXCR1"
"CXCL","CXCL6","CXCR1"
"CXCL","CXCL8","CXCR1"
"CXCL","CXCL1","CXCR2"
"CXCL","CXCL2","CXCR2"
"CXCL","CXCL3","CXCR2"
"CXCL","CXCL5","CXCR2"
"CXCL","CXCL6","CXCR2"
"CXCL","CXCL8","CXCR2"
"CXCL","PPBP","CXCR2"
"CXCL","PF4V1","CXCR3"
"CXCL","CXCL9","CXCR3"
"CXCL","CXCL10","CXCR3"
"CXCL","CXCL11","CXCR3"
"CXCL","CXCL13","CXCR3"
"CXCL","PF4","CXCR3"
"CXCL","CXCL12","CXCR4"
"CXCL","CXCL11","ACKR3"
"CXCL","CXCL12","ACKR3"
"CXCL","CXCL13","CXCR5"
"CXCL","CXCL16","CXCR6"
"MIF","MIF","CD74_CXCR4"
"MIF","MIF","CD74_CD44"
"MIF","MIF","CD74_CXCR2"
"MIF","MIF","ACKR3"
"CX3C","CX3CL1","CX3CR1"
"XCR","XCL1","XCR1"
"XCR","XCL2","XCR1"
"IL2","IL2","IL2RA_IL2RB_IL2RG"
"IL2","IL2","IL2RB_IL2RG"
"IL2","IL4","IL4R_IL2RG"
"IL2","IL7","IL7R_IL2RG"
"IL2","IL9","IL9R_IL2RG"
"IL2","IL15","IL15RA_IL2RB"
"IL2","IL21","IL21R_IL2RG"
"IL2","TSLP","IL7R_CRLF2"
"IL4","IL3","IL3RA_CSF2RB"
"IL4","IL5","IL5RA_CSF2RB"
"IL4","CSF2","CSF2RA_CSF2RB"
"IL4","IL4","IL4R"
"IL4","IL4","IL4R_IL13RA1"
"IL4","IL4","IL4R_IL13RA2"
"IL4","IL13","IL4R_IL13RA1"
"IL4","IL13","IL4R_IL13RA2"
"IL4","IL13","IL13RA1"
"IL4","IL13","IL13RA2"
"IL6","IL6","IL6R_IL6ST"
"IL6","IL11","IL11R complex"
"IL12","IL12AB","IL12RB1_IL12RB2"
"IL12","IL23 complex","IL23R_IL12RB1"
"IL12","IL27 complex","IL27RA_IL6ST"
"IL6","IL31","IL31RA_OSMR"
"LIFR","CNTF","CNTFR_LIFR"
"LIFR","CLCF1","CNTFR_LIFR"
"LIFR","CTF1","LIFR_IL6ST"
"LIFR","LIF","LIFR_IL6ST"
"OSM","OSM","LIFR_IL6ST"
"OSM","OSM","OSMR_IL6ST"
"IL10","IL10","IL10RA_IL10RB"
"IL10","IL19","IL20RA_IL20RB"
"IL10","IL20","IL20RA_IL20RB"
"IL10","IL24","IL20RA_IL20RB"
"IL10","IL20","IL22RA1_IL20RB"
"IL10","IL24","IL22RA1_IL20RB"
"IL10","IL22","IL22RA1_IL10RB"
"IL10","IL26","IL20RA_IL10RB"
"IL1","IL1A","IL1R1_IL1RAP"
"IL1","IL1B","IL1R1_IL1RAP"
"IL1","IL1A","IL1R2"
"IL1","IL1B","IL1R2"
"IL1","IL36RN","IL1RL2_IL1RAP"
"IL1","IL36A","IL1RL2_IL1RAP"
"IL1","IL36B","IL1RL2_IL1RAP"
"IL1","IL36G","IL1RL2_IL1RAP"
"IL1","IL1F10","IL1RL2_IL1RAP"
"IL1","IL37","IL18R1_IL18RAP"
"IL1","IL18","IL18R1_IL18RAP"
"IL1","IL33","IL1RL1_IL1RAP"
"IL17","IL17A","IL17RA_IL17RC"
"IL17","IL17F","IL17RA_IL17RC"
"IL17","IL17AF","IL17RA_IL17RC"
"IL17","IL17B","IL17RB"
"IL17","IL17C","IL17RA_IL17RE"
"IL17","IL25","IL17RA_IL17RB"
"CSF","IL34","CSF1R"
"CSF","CSF1","CSF1R"
"IL16","IL16","CD4"
"EPO","EPO","EPOR"
"GH","GH1","GHR"
"PRL","PRL","PRLR"
"THPO","THPO","MPL"
"CSF3","CSF3","CSF3R"
"IFN-I","IFNB1","IFNAR1_IFNAR2"
"IFN-I","IFNW1","IFNAR1_IFNAR2"
"IFN-I","IFNK","IFNAR1_IFNAR2"
"IFN-I","IFNE","IFNAR1_IFNAR2"
"IFN-I","IFNA1","IFNAR1_IFNAR2"
"IFN-I","IFNA2","IFNAR1_IFNAR2"
"IFN-I","IFNA4","IFNAR1_IFNAR2"
"IFN-I","IFNA5","IFNAR1_IFNAR2"
"IFN-I","IFNA6","IFNAR1_IFNAR2"
"IFN-I","IFNA7","IFNAR1_IFNAR2"
"IFN-I","IFNA8","IFNAR1_IFNAR2"
"IFN-I","IFNA10","IFNAR1_IFNAR2"
"IFN-I","IFNA13","IFNAR1_IFNAR2"
"IFN-I","IFNA14","IFNAR1_IFNAR2"
"IFN-I","IFNA16","IFNAR1_IFNAR2"
"IFN-I","IFNA17","IFNAR1_IFNAR2"
"IFN-I","IFNA21","IFNAR1_IFNAR2"
"IFN-II","IFNG","IFNGR1_IFNGR2"
"TNF","TNF","TNFRSF1A"
"TNF","TNF","TNFRSF1B"
"LT","LTA","TNFRSF1A"
"LT","LTA","TNFRSF1B"
"LT","LTA","TNFRSF14"
"LT","LTa1b2","LTBR"
"LIGHT","TNFSF14","LTBR"
"LIGHT","TNFSF14","TNFRSF14"
"FASLG","FASLG","FAS"
"VEGI","TNFSF15","TNFRSF25"
"TRAIL","TNFSF10","TNFRSF10A"
"EDA","EDA","EDAR"
"EDA","EDA","EDA2R"
"NGF","NGF","NGFR"
"NGF","KLK3","NGFR"
"RANKL","TNFSF11","TNFRSF11A"
"RANKL","TNFSF11","TNFRSF11B"
"TWEAK","TNFSF12","TNFRSF12A"
"CD70","CD70","CD27"
"CD30","TNFSF8","TNFRSF8"
"CD137","TNFSF9","TNFRSF9"
"OX40","TNFSF4","TNFRSF4"
"GITRL","TNFSF18","TNFRSF18"
"APRIL","TNFSF13","TNFRSF17"
"APRIL","TNFSF13","TNFRSF13B"
"BAFF","TNFSF13B","TNFRSF17"
"BAFF","TNFSF13B","TNFRSF13B"
"BAFF","TNFSF13B","TNFRSF13C"
"CD40","CD40LG","ITGA2B_ITGB3"
"CD40","CD40LG","ITGA5_ITGB1"
"CD40","CD40LG","ITGAM_ITGB2"
"SPP1","SPP1","CD44"
"SPP1","SPP1","ITGAV_ITGB3"
"SPP1","SPP1","ITGAV_ITGB1"
"SPP1","SPP1","ITGAV_ITGB5"
"SPP1","SPP1","ITGAV_ITGB6"
"SPP1","SPP1","ITGA4_ITGB1"
"SPP1","SPP1","ITGA9_ITGB1"
"SPP1","SPP1","ITGA8_ITGB1"
"SPP1","SPP1","ITGA5_ITGB1"
"ADIPONECTIN","ADIPOQ","ADIPOR1"
"ADIPONECTIN","ADIPOQ","ADIPOR2"
"RESISTIN","RETN","TLR4"
"RESISTIN","RETN","CAP1"
"VISFATIN","NAMPT","INSR"
"VISFATIN","NAMPT","ITGA5_ITGB1"
"ANGPTL","ANGPTL1","ITGA1_ITGB1"
"ANGPTL","ANGPTL2","ITGA5_ITGB1"
"ANGPTL","ANGPTL2","TLR4"
"ANGPTL","ANGPTL2","LILRB3"
"ANGPTL","ANGPTL1","LILRB3"
"ANGPTL","ANGPTL7","LILRB3"
"ANGPTL","ANGPTL4","ITGA5_ITGB1"
"ANGPTL","ANGPTL4","ITGAV_ITGB3"
"ANGPTL","ANGPTL4","CDH5"
"ANGPTL","ANGPTL4","CDH11"
"ANGPTL","ANGPTL4","SDC1"
"ANGPTL","ANGPTL4","SDC2"
"ANGPTL","ANGPTL4","SDC3"
"ANGPTL","ANGPTL4","SDC4"
"ANGPTL","ANGPTL3","ITGAV_ITGB3"
"ANGPT","ANGPT1","TEK"
"ANGPT","ANGPT2","TEK"
"ANGPT","ANGPT2","ITGA5_ITGB1"
"MK","MDK","SDC1"
"MK","MDK","SDC2"
"MK","MDK","SDC4"
"MK","MDK","PTPRZ1"
"MK","MDK","ITGA4_ITGB1"
"MK","MDK","ITGA6_ITGB1"
"MK","MDK","LRP1"
"MK","MDK","NCL"
"MK","MDK","ALK"
"PTN","PTN","PTPRZ1"
"PTN","PTN","SDC1"
"PTN","PTN","SDC2"
"PTN","PTN","SDC3"
"PTN","PTN","SDC4"
"PTN","PTN","ITGAV_ITGB3"
"PTN","PTN","NCL"
"PTN","PTN","ALK"
"PERIOSTIN","POSTN","ITGAV_ITGB3"
"PERIOSTIN","POSTN","ITGAV_ITGB5"
"AGT","AGT","AGTR1"
"GPR","GRP","GRPR"
"GPR","NMB","NMBR"
"BRADYKININ","KNG1","BDKRB1"
"BRADYKININ","KNG1","BDKRB2"
"COMPLEMENT","C3","C3AR1"
"COMPLEMENT","C3","CR2"
"COMPLEMENT","C3","ITGAM_ITGB2"
"COMPLEMENT","C3","ITGAX_ITGB2"
"COMPLEMENT","C4A","C3AR1"
"COMPLEMENT","C4A","CR2"
"COMPLEMENT","C5","C5AR1"
"CCK","CCK","CCKAR"
"CCK","CCK","CCKBR"
"EDN","EDN1","EDNRA"
"EDN","EDN2","EDNRA"
"EDN","EDN3","EDNRA"
"EDN","EDN1","EDNRB"
"EDN","EDN2","EDNRB"
"EDN","EDN3","EDNRB"
"GALANIN","GAL","GALR1"
"GALANIN","GAL","GALR2"
"GALANIN","GAL","GALR3"
"GALANIN","GALP","GALR1"
"GALANIN","GALP","GALR2"
"GHRELIN","GHRL","GHSR"
"KISS1","KISS1","KISS1R"
"MELANOCORTIN","POMC","MC1R"
"MELANOCORTIN","POMC","MC2R"
"MELANOCORTIN","POMC","MC3R"
"MELANOCORTIN","POMC","MC4R"
"MELANOCORTIN","POMC","MC5R"
"NMU","NMU","NMUR1"
"NMU","NMU","NMUR2"
"NMU","NMS","NMUR1"
"NMU","NMS","NMUR2"
"NPFF","NPFF","NPFFR1"
"NPFF","NPFF","NPFFR2"
"NPY","NPY","NPY1R"
"NPY","NPY","NPY2R"
"NPY","NPY","NPY4R"
"NPY","NPY","NPY5R"
"NPY","NPY","NPY6R"
"NPY","NPY","GPR83"
"NPY","PPY","NPY1R"
"NPY","PPY","NPY2R"
"NPY","PPY","NPY4R"
"NPY","PPY","NPY5R"
"NPY","PPY","NPY6R"
"NPY","PPY","GPR83"
"NPY","PYY","NPY1R"
"NPY","PYY","NPY2R"
"NPY","PYY","NPY4R"
"NPY","PYY","NPY5R"
"NPY","PYY","NPY6R"
"NPY","PYY","GPR83"
"NPW-B","NPB","NPBWR1"
"NPW-B","NPW","NPBWR1"
"NTS","NTS","NTSR1"
"NTS","NTS","NTSR2"
"OPIOID","PDYN","OPRD1"
"OPIOID","PDYN","OPRK1"
"OPIOID","PDYN","OPRL1"
"OPIOID","PDYN","OPRM1"
"OPIOID","PENK","OPRD1"
"OPIOID","PENK","OPRK1"
"OPIOID","PENK","OPRL1"
"OPIOID","PENK","OPRM1"
"OPIOID","POMC","OPRD1"
"OPIOID","POMC","OPRK1"
"OPIOID","POMC","OPRL1"
"OPIOID","POMC","OPRM1"
"HCRT","HCRT","HCRTR1"
"HCRT","HCRT","HCRTR2"
"OXT","OXT","OXTR"
"SOMATOSTATIN","SST","SSTR1"
"SOMATOSTATIN","SST","SSTR2"
"SOMATOSTATIN","SST","SSTR3"
"SOMATOSTATIN","SST","SSTR4"
"SOMATOSTATIN","SST","SSTR5"
"SOMATOSTATIN","CORT","SSTR1"
"SOMATOSTATIN","CORT","SSTR2"
"SOMATOSTATIN","CORT","SSTR3"
"SOMATOSTATIN","CORT","SSTR4"
"SOMATOSTATIN","CORT","SSTR5"
"TAC","TAC1","TACR1"
"TAC","TAC4","TACR1"
"TAC","TAC1","TACR2"
"TAC","TAC3","TACR3"
"UTS2","UTS2","UTS2R"
"AVP","AVP","AVPR2"
"AVP","AVP","AVPR1A"
"AVP","AVP","AVPR1B"
"PRLH","PRLH","PRLHR"
"PARs","PRSS3","F2R"
"PARs","CTSG","F2R"
"PARs","F2","F2R"
"PARs","PLG","F2R"
"PARs","GZMA","F2R"
"PARs","PRSS2","F2R"
"PARs","PRSS1","F2R"
"PARs","PRSS3","F2RL1"
"PARs","CTSG","F2RL1"
"PARs","F2","F2RL1"
"PARs","PLG","F2RL1"
"PARs","GZMA","F2RL1"
"PARs","PRSS2","F2RL1"
"PARs","PRSS1","F2RL1"
"PARs","PRSS3","F2RL2"
"PARs","CTSG","F2RL2"
"PARs","F2","F2RL2"
"PARs","PLG","F2RL2"
"PARs","GZMA","F2RL2"
"PARs","PRSS2","F2RL2"
"PARs","PRSS1","F2RL2"
"PARs","PRSS3","F2RL3"
"PARs","CTSG","F2RL3"
"PARs","F2","F2RL3"
"PARs","GZMA","F2RL3"
"PARs","PLG","F2RL3"
"PARs","PRSS2","F2RL3"
"PARs","PRSS1","F2RL3"
"PARs","PRSS3","PARD3"
"PARs","CTSG","PARD3"
"PARs","F2","PARD3"
"PARs","GZMA","PARD3"
"PARs","PLG","PARD3"
"PARs","PRSS2","PARD3"
"PARs","PRSS1","PARD3"
"PMCH","PMCH","MCHR1"
"PROK","PROK1","PROKR2"
"PROK","PROK1","PROKR1"
"PROK","PROK2","PROKR1"
"PROK","PROK2","PROKR2"
"PACAP","ADCYAP1","ADCYAP1R1"
"VIP","VIP","VIPR1"
"VIP","VIP","VIPR2"
"NPR1","NPPA","NPR1"
"NPR1","NPPB","NPR1"
"NPR2","NPPC","NPR2"
"KIT","KITLG","KIT"
"GIPR","GCG","GIPR"
"GIPR","GIP","GIPR"
"FSH","FSHB","FSHR"
"FSH","CGA","FSHR"
"LHB","LHB","LHCGR"
"LHB","CGA","LHCGR"
"TSH","TSHB","TSHR"
"TSH","CGA","TSHR"
"NT","BDNF","NTRK2"
"NT","NGF","NTRK1"
"FLT3","FLT3LG","FLT3"
"HGF","HGF","MET"
"NT","KLK3","NTRK1"
"NT","NTF3","NTRK1"
"NT","NTF3","NTRK2"
"NT","NTF3","NTRK3"
"NT","NTF4","NTRK2"
"SEMA3","SEMA3A","NRP1_PLXNA1"
"SEMA3","SEMA3A","NRP1_PLXNA2"
"SEMA3","SEMA3A","NRP1_PLXNA3"
"SEMA3","SEMA3A","NRP1_PLXNA4"
"SEMA3","SEMA3B","NRP1_PLXNA1"
"SEMA3","SEMA3B","NRP1_PLXNA2"
"SEMA3","SEMA3B","NRP1_PLXNA3"
"SEMA3","SEMA3B","NRP1_PLXNA4"
"SEMA3","SEMA3C","NRP1_PLXNA1"
"SEMA3","SEMA3C","NRP1_PLXNA2"
"SEMA3","SEMA3C","NRP1_PLXNA3"
"SEMA3","SEMA3C","NRP1_PLXNA4"
"SEMA3","SEMA3D","NRP1_PLXNA1"
"SEMA3","SEMA3D","NRP1_PLXNA2"
"SEMA3","SEMA3D","NRP1_PLXNA3"
"SEMA3","SEMA3D","NRP1_PLXNA4"
"SEMA3","SEMA3B","NRP2_PLXNA1"
"SEMA3","SEMA3B","NRP2_PLXNA2"
"SEMA3","SEMA3B","NRP2_PLXNA3"
"SEMA3","SEMA3B","NRP2_PLXNA4"
"SEMA3","SEMA3C","NRP2_PLXNA1"
"SEMA3","SEMA3C","NRP2_PLXNA2"
"SEMA3","SEMA3C","NRP2_PLXNA3"
"SEMA3","SEMA3C","NRP2_PLXNA4"
"SEMA3","SEMA3D","NRP2_PLXNA1"
"SEMA3","SEMA3D","NRP2_PLXNA2"
"SEMA3","SEMA3D","NRP2_PLXNA3"
"SEMA3","SEMA3D","NRP2_PLXNA4"
"SEMA3","SEMA3F","NRP2_PLXNA1"
"SEMA3","SEMA3F","NRP2_PLXNA2"
"SEMA3","SEMA3F","NRP2_PLXNA3"
"SEMA3","SEMA3F","NRP2_PLXNA4"
"SEMA3","SEMA3G","NRP2_PLXNA1"
"SEMA3","SEMA3G","NRP2_PLXNA2"
"SEMA3","SEMA3G","NRP2_PLXNA3"
"SEMA3","SEMA3G","NRP2_PLXNA4"
"SEMA3","SEMA3C","NRP1_NRP2"
"SEMA3","SEMA3C","PLXND1"
"SEMA3","SEMA3E","PLXND1"
"CALCR","ADM","CALCR"
"CALCR","ADM","CALCRL"
"AGT","AGT","MAS1"
"ANNEXIN","ANXA1","FPR2"
"ANNEXIN","ANXA1","FPR1"
"APJ","APELA","APLNR"
"CALCR","CALCA","CALCR"
"CALCR","CALCA","CALCRL"
"CALCR","CALCB","CALCR"
"CALCR","CALCB","CALCRL"
"CRH","CRH","CRHR1"
"CRH","CRH","CRHR2"
"ENHO","ENHO","GPR19"
"GAS","GAS6","AXL"
"GAS","GAS6","MERTK"
"GAS","GAS6","TYRO3"
"GCG","GCG","GCGR"
"GCG","GCG","GLP1R"
"GCG","GCG","GLP2R"
"GH","GH1","GHR"
"GH","GH1","PRLR"
"GHRH","GHRH","VIPR1"
"GHRH","GHRH","VIPR2"
"GHRH","GHRH","GHSR"
"GHRH","GHRH","GHRHR"
"GNRH","GNRH1","GNRHR"
"GRN","GRN","SORT1"
"GUCA","GUCA2A","GUCY2C"
"GUCA","GUCA2B","GUCY2C"
"CALCR","IAPP","CALCR"
"CALCR","IAPP","CALCRL"
"RLN","INSL3","RXFP2"
"RLN","INSL3","RXFP1"
"RLN","INSL3","RXFP4"
"RLN","INSL3","RXFP3"
"RLN","INSL5","RXFP4"
"RLN","INSL5","RXFP3"
"RLN","INSL5","RXFP2"
"RLN","INSL5","RXFP1"
"LEP","LEP","LEPR"
"GALECTIN","LGALS9","PTPRC"
"NPS","NPS","NPSR1"
"NPVF","NPVF","NPFFR1"
"NPVF","NPVF","NPFFR2"
"OSTN","OSTN","NPR3"
"PMCH","PMCH","MERTK"
"PROS","PROS1","AXL"
"PROS","PROS1","TYRO3"
"PSAP","PSAP","GPR37L1"
"PSAP","PSAP","GPR37"
"PTH","PTH","PTH1R"
"PTH","PTH","PTH2R"
"PTH","PTH2","PTH1R"
"PTH","PTH2","PTH2R"
"PTH","PTHLH","PTH1R"
"QRFP","QRFP","QRFPR"
"CHEMERIN","RARRES2","GPR1"
"CHEMERIN","RARRES2","CMKLR1"
"RLN","RLN1","RXFP2"
"RLN","RLN1","RXFP1"
"RLN","RLN1","RXFP3"
"RLN","RLN1","RXFP4"
"RLN","RLN3","RXFP3"
"RLN","RLN3","RXFP1"
"RLN","RLN3","RXFP4"
"RLN","RLN3","RXFP2"
"SAA","SAA1","FPR2"
"UGRP1","SCGB3A2","MARCO"
"SCT","SCT","SCTR"
"SLURP","SLURP1","CHRNB1"
"SLURP","SLURP1","CHRNB2"
"SLURP","SLURP1","CHRNB3"
"SLURP","SLURP1","CHRNB4"
"SLURP","SLURP1","CHRNA1"
"SLURP","SLURP1","CHRNA2"
"SLURP","SLURP1","CHRNA3"
"SLURP","SLURP1","CHRNA4"
"SLURP","SLURP1","CHRNA5"
"SLURP","SLURP1","CHRNA6"
"SLURP","SLURP1","CHRNA9"
"SLURP","SLURP1","CHRNA10"
"SLURP","SLURP1","CHRND"
"SLURP","SLURP1","CHRNE"
"SLURP","SLURP1","CHRNG"
"SLURP","SLURP1","CHRNA7"
"SLURP","SLURP2","CHRNB1"
"SLURP","SLURP2","CHRNB2"
"SLURP","SLURP2","CHRNB3"
"SLURP","SLURP2","CHRNB4"
"SLURP","SLURP2","CHRNA1"
"SLURP","SLURP2","CHRNA2"
"SLURP","SLURP2","CHRNA3"
"SLURP","SLURP2","CHRNA4"
"SLURP","SLURP2","CHRNA5"
"SLURP","SLURP2","CHRNA6"
"SLURP","SLURP2","CHRNA7"
"SLURP","SLURP2","CHRNA9"
"SLURP","SLURP2","CHRNA10"
"SLURP","SLURP2","CHRND"
"SLURP","SLURP2","CHRNE"
"SLURP","SLURP2","CHRNG"
"BTLA","BTLA","TNFRSF14"
"TRH","TRH","TRHR"
"UCN","UCN","CRHR1"
"UCN","UCN","CRHR2"
"UCN","UCN2","CRHR1"
"UCN","UCN2","CRHR2"
"UCN","UCN3","CRHR1"
"UCN","UCN3","CRHR2"
"UROTENSIN","UTS2B","UTS2R"
"UROTENSIN","UTS2B","SSTR5"
"BAG","BAG6","NCR3"
"GALECTIN","LGALS9","HAVCR2"
"GALECTIN","LGALS9","CD44"
"COLLAGEN","COL1A1","ITGA1_ITGB1"
"COLLAGEN","COL1A2","ITGA1_ITGB1"
"COLLAGEN","COL2A1","ITGA1_ITGB1"
"COLLAGEN","COL4A1","ITGA1_ITGB1"
"COLLAGEN","COL4A2","ITGA1_ITGB1"
"COLLAGEN","COL4A3","ITGA1_ITGB1"
"COLLAGEN","COL4A4","ITGA1_ITGB1"
"COLLAGEN","COL4A5","ITGA1_ITGB1"
"COLLAGEN","COL4A6","ITGA1_ITGB1"
"COLLAGEN","COL6A1","ITGA1_ITGB1"
"COLLAGEN","COL6A2","ITGA1_ITGB1"
"COLLAGEN","COL6A3","ITGA1_ITGB1"
"COLLAGEN","COL6A5","ITGA1_ITGB1"
"COLLAGEN","COL6A6","ITGA1_ITGB1"
"COLLAGEN","COL9A1","ITGA1_ITGB1"
"COLLAGEN","COL9A2","ITGA1_ITGB1"
"COLLAGEN","COL9A3","ITGA1_ITGB1"
"COLLAGEN","COL1A1","ITGA2_ITGB1"
"COLLAGEN","COL1A2","ITGA2_ITGB1"
"COLLAGEN","COL2A1","ITGA2_ITGB1"
"COLLAGEN","COL4A1","ITGA2_ITGB1"
"COLLAGEN","COL4A2","ITGA2_ITGB1"
"COLLAGEN","COL4A3","ITGA2_ITGB1"
"COLLAGEN","COL4A4","ITGA2_ITGB1"
"COLLAGEN","COL4A5","ITGA2_ITGB1"
"COLLAGEN","COL4A6","ITGA2_ITGB1"
"COLLAGEN","COL6A1","ITGA2_ITGB1"
"COLLAGEN","COL6A2","ITGA2_ITGB1"
"COLLAGEN","COL6A3","ITGA2_ITGB1"
"COLLAGEN","COL6A5","ITGA2_ITGB1"
"COLLAGEN","COL6A6","ITGA2_ITGB1"
"COLLAGEN","COL9A1","ITGA2_ITGB1"
"COLLAGEN","COL9A2","ITGA2_ITGB1"
"COLLAGEN","COL9A3","ITGA2_ITGB1"
"FN1","FN1","ITGA3_ITGB1"
"FN1","FN1","ITGA4_ITGB1"
"FN1","FN1","ITGA5_ITGB1"
"FN1","FN1","ITGA8_ITGB1"
"LAMININ","LAMA1","ITGA1_ITGB1"
"LAMININ","LAMA2","ITGA1_ITGB1"
"LAMININ","LAMA3","ITGA1_ITGB1"
"LAMININ","LAMA4","ITGA1_ITGB1"
"LAMININ","LAMA5","ITGA1_ITGB1"
"LAMININ","LAMB1","ITGA1_ITGB1"
"LAMININ","LAMB2","ITGA1_ITGB1"
"LAMININ","LAMB3","ITGA1_ITGB1"
"LAMININ","LAMC1","ITGA1_ITGB1"
"LAMININ","LAMC2","ITGA1_ITGB1"
"LAMININ","LAMC3","ITGA1_ITGB1"
"LAMININ","LAMA1","ITGA2_ITGB1"
"LAMININ","LAMA2","ITGA2_ITGB1"
"LAMININ","LAMA3","ITGA2_ITGB1"
"LAMININ","LAMA4","ITGA2_ITGB1"
"LAMININ","LAMA5","ITGA2_ITGB1"
"LAMININ","LAMB1","ITGA2_ITGB1"
"LAMININ","LAMB2","ITGA2_ITGB1"
"LAMININ","LAMB3","ITGA2_ITGB1"
"LAMININ","LAMC1","ITGA2_ITGB1"
"LAMININ","LAMC2","ITGA2_ITGB1"
"LAMININ","LAMC3","ITGA2_ITGB1"
"CHAD","CHAD","ITGA2_ITGB1"
"LAMININ","LAMA1","ITGA3_ITGB1"
"LAMININ","LAMA2","ITGA3_ITGB1"
"LAMININ","LAMA3","ITGA3_ITGB1"
"LAMININ","LAMA4","ITGA3_ITGB1"
"LAMININ","LAMA5","ITGA3_ITGB1"
"LAMININ","LAMB1","ITGA3_ITGB1"
"LAMININ","LAMB2","ITGA3_ITGB1"
"LAMININ","LAMB3","ITGA3_ITGB1"
"LAMININ","LAMC1","ITGA3_ITGB1"
"LAMININ","LAMC2","ITGA3_ITGB1"
"LAMININ","LAMC3","ITGA3_ITGB1"
"RELN","RELN","ITGA3_ITGB1"
"THBS","THBS1","ITGA3_ITGB1"
"THBS","THBS2","ITGA3_ITGB1"
"THBS","THBS3","ITGA3_ITGB1"
"THBS","THBS4","ITGA3_ITGB1"
"THBS","COMP","ITGA3_ITGB1"
"COLLAGEN","COL1A1","ITGA3_ITGB1"
"COLLAGEN","COL1A2","ITGA3_ITGB1"
"COLLAGEN","COL2A1","ITGA3_ITGB1"
"COLLAGEN","COL4A1","ITGA3_ITGB1"
"COLLAGEN","COL4A2","ITGA3_ITGB1"
"COLLAGEN","COL4A3","ITGA3_ITGB1"
"COLLAGEN","COL4A4","ITGA3_ITGB1"
"COLLAGEN","COL4A5","ITGA3_ITGB1"
"COLLAGEN","COL4A6","ITGA3_ITGB1"
"COLLAGEN","COL6A1","ITGA3_ITGB1"
"COLLAGEN","COL6A2","ITGA3_ITGB1"
"COLLAGEN","COL6A3","ITGA3_ITGB1"
"COLLAGEN","COL6A5","ITGA3_ITGB1"
"COLLAGEN","COL6A6","ITGA3_ITGB1"
"COLLAGEN","COL9A1","ITGA3_ITGB1"
"COLLAGEN","COL9A2","ITGA3_ITGB1"
"COLLAGEN","COL9A3","ITGA3_ITGB1"
"LAMININ","LAMA1","ITGA6_ITGB1"
"LAMININ","LAMA2","ITGA6_ITGB1"
"LAMININ","LAMA3","ITGA6_ITGB1"
"LAMININ","LAMA4","ITGA6_ITGB1"
"LAMININ","LAMA5","ITGA6_ITGB1"
"LAMININ","LAMB1","ITGA6_ITGB1"
"LAMININ","LAMB2","ITGA6_ITGB1"
"LAMININ","LAMB3","ITGA6_ITGB1"
"LAMININ","LAMC1","ITGA6_ITGB1"
"LAMININ","LAMC2","ITGA6_ITGB1"
"LAMININ","LAMC3","ITGA6_ITGB1"
"LAMININ","LAMA1","ITGA7_ITGB1"
"LAMININ","LAMA2","ITGA7_ITGB1"
"LAMININ","LAMA3","ITGA7_ITGB1"
"LAMININ","LAMA4","ITGA7_ITGB1"
"LAMININ","LAMA5","ITGA7_ITGB1"
"LAMININ","LAMB1","ITGA7_ITGB1"
"LAMININ","LAMB2","ITGA7_ITGB1"
"LAMININ","LAMB3","ITGA7_ITGB1"
"LAMININ","LAMC1","ITGA7_ITGB1"
"LAMININ","LAMC2","ITGA7_ITGB1"
"LAMININ","LAMC3","ITGA7_ITGB1"
"VTN","VTN","ITGA8_ITGB1"
"TENASCIN","TNC","ITGA8_ITGB1"
"TENASCIN","TNR","ITGA8_ITGB1"
"TENASCIN","TNN","ITGA8_ITGB1"
"TENASCIN","TNXB","ITGA8_ITGB1"
